SUBJECT.NAME	Biochem.Albumin	Biochem.ALP	Biochem.ALT	Biochem.AST	Biochem.Calcium	Biochem.Chloride	Biochem.Creatinine	Biochem.Glucose	Biochem.HDL	Biochem.LDL	Biochem.Phosphorous	Biochem.Potassium	Biochem.Sodium	Biochem.Tot.Cholesterol	Biochem.Tot.Protein	Biochem.Triglycerides	Biochem.Urea	EndNormalBW	Date.StudyDay	Date.Season	Date.Month	Date.Year	Family	GENDER	Age	CageDensity	Litter
A048062325	29.7	141	28	94	2.04	89	NA	13.89	1.94	0.34	2.08	NA	123	3.11	50.1	NA	6.3	27.1	151	summer	6	2003	E5.3:H5.2(6) E5.3:D3.2(5)	M	63	4	1
A048062633	28.4	123	30	212	2.18	101	17	8.79	1.53	0.29	2.71	NA	135	2.53	48.9	0.43	8.3	22	NA	NA	NA	NA	F5.2:A1.1(4) F5.2:E2.1(5)	M	65	4	1
A048063276	29	85	24	108	1.81	88	19	7.2	2.14	NA	2.04	NA	121	3.92	50.8	0.39	7.2	25.8	123	spring	5	2003	D3.2:G2.1(5) D3.2:C5.1(5)	M	67	4	6
A048063277	30.3	161	28	98	2.11	100	NA	6.35	1.66	0.36	2.82	NA	132	2.61	49.9	0.58	7.1	19.6	138	summer	6	2003	H2.3:C5.2(3) H2.3:G2.2(3)	F	66	5	2
A048063584	28.3	133	26	93	2.19	103	25	6.89	2.04	0.42	2.48	8.6	137	2.98	48.3	1.01	12.6	29.5	NA	NA	NA	NA	G5.2:B5.1(4) G5.2:F5.1(2)	M	62	5	1
A048063778	25.8	114	66	133	2.21	93	19	10	1.25	0.35	2.29	7.3	129	1.95	40.9	0.76	6.5	16.9	NA	NA	NA	NA	G3.2:B5.1(4) G3.2:F5.1(2)	F	61	6	2
A048064308	27.7	126	36	154	1.91	90	NA	5.53	1.77	0.3	2.52	NA	120	3.27	50.9	0.73	7.6	15.9	145	summer	6	2003	H4.2:C5.1(4) H4.2:G1.1(7)	F	68	6	4
A048064620	27.5	133	25	65	2.03	95	17	NA	2.1	0.28	2.07	NA	130	3.04	48.1	1.04	4	16.3	145	summer	6	2003	H4.2:C5.1(4) H4.2:G1.1(7)	F	68	6	4
A048064819	34.4	143	21	177	2.04	87	NA	9.69	1.38	0.42	2.9	NA	118	3.32	56	NA	NA	13.8	131	spring	5	2003	B3.3:E1.2(3) B3.3:A2.2(3)	F	65	5	2
A048065035	33.9	172	35	138	2.24	103	21	11.06	2.1	0.34	NA	NA	134	3.16	53.1	0.66	8.3	16.8	138	summer	6	2003	B2.3:E3.2(3) B2.3:A4.2(3)	F	66	6	1
A048066343	31	181	36	120	2.12	98	NA	6.56	1.97	0.33	2.8	NA	133	3.45	50.8	0.65	6.2	20.7	NA	NA	NA	NA	H2.2:C3.1(4) H2.2:G3.1(3)	M	60	5	2
A048066594	30.1	130	29	99	2.15	95	23	NA	1.92	0.3	2.14	NA	129	3.1	53.8	1.22	6.9	23.0	124	spring	5	2003	F3.2:A2.1(5) F3.2:E4.1(5)	M	66	5	2
A048067278	29.7	117	31	171	1.77	87	NA	4.88	1.42	0.23	3.04	NA	119	2.97	48	0.18	7.4	17.9	138	summer	6	2003	E2.3:H2.2(3) E2.3:D4.2(2)	F	68	5	2
A048067345	25	86	54	103	2.36	107	22	11.14	1.49	0.79	2.34	9.4	144	2.92	52.7	NA	NA	23.8	NA	NA	NA	NA	C1.2:F5.1(1) C1.2:B2.1(5)	M	64	3	1
A048067524	26	153	24	69	2.14	105	23	12.98	1.54	0.4	NA	8.3	139	2.3	NA	0.38	6.8	19.6	130	spring	5	2003	F5.2:A1.1(4) F5.2:E2.1(5)	M	67	4	2
A048067622	33.7	159	47	121	2.61	113	21	8.47	2.27	0.47	2.79	6.6	151	3.1	51.9	0.59	11.9	25	NA	NA	NA	NA	F4.2:A2.1(5) F4.2:E1.1(5)	F	71	3	2
A048067771	31	94	31	131	2.36	110	28	12.48	1.87	0.36	1.94	8.6	142	2.54	44	0.4	6.5	20.4	103	spring	5	2003	D4.2:G1.1(6) D4.2:C1.1(7)	F	75	4	3
A048067791	27.4	94	31	110	2.03	90	24	NA	1.82	0.39	2.36	NA	123	3.25	50	1.19	6.6	34.5	124	spring	5	2003	F3.2:A2.1(5) F3.2:E4.1(5)	M	66	5	2
A048067802	31.7	143	31	87	2.25	97	23	NA	1.81	0.36	1.9	NA	134	2.64	46.9	0.25	6.8	21.1	NA	NA	NA	NA	C1.3:F3.2(3) C1.3:B1.2(3)	F	74	4	1
A048067887	29.5	147	27	100	2	92	NA	13.05	1.86	0.36	2.34	NA	127	3.24	51.3	NA	4.7	19.9	145	summer	6	2003	H4.2:C5.1(4) H4.2:G1.1(7)	F	68	6	4
A048068026	33.8	166	37	251	2.47	112	19	9.08	1.56	0.38	3.03	6.6	148	2.27	49	0.56	8.1	17.5	NA	NA	NA	NA	A3.2:D2.1(5) A3.2:H4.1(5)	F	67	6	2
A048068077	24.4	108	49	305	1.71	92	20	11.89	0.96	0.22	1.86	NA	120	1.9	39.9	0.18	6.1	21.6	117	spring	5	2003	E2.3:H2.2(3) E2.3:D4.2(2)	F	73	6	1
A048068082	26.6	125	NA	281	2.19	96	21	13.11	1.56	0.61	2.25	NA	132	2.76	40.3	1.02	4.2	21.6	130	spring	5	2003	F5.2:A1.1(4) F5.2:E2.1(5)	M	67	4	2
A048068368	26.4	118	23	54	2.24	98	22	8.78	2.31	0.37	2.4	9.4	132	3.16	47.9	0.5	8	24.8	131	spring	5	2003	F3.3:A2.2(5) F3.3:E1.2(4)	M	67	4	1
A048068623	28.4	196	22	100	2.36	110	19	6.19	1.82	NA	NA	8.9	142	2.69	47.2	0.67	8.1	17.7	NA	NA	NA	NA	C3.2:F5.1(1) C3.2:B2.1(5)	F	63	2	1
A048069001	24.6	44	76	387	1.56	85	NA	7.78	1.01	0.4	2.29	NA	115	3.38	43.8	0.32	7.2	27.2	116	spring	5	2003	E1.3:H1.2(3) E1.3:D1.2(3)	M	72	4	1
A048069049	31.5	170	23	98	2.27	99	25	13.07	1.68	0.32	2.25	8.3	134	2.35	46.5	0.57	8	19	NA	NA	NA	NA	D1.2:G1.1(6) D1.2:C3.1(4)	F	75	4	1
A048069514	29.7	109	35	185	2.08	96	19	NA	1.86	0.36	2.77	NA	133	3.18	47.9	0.55	5.7	21.7	NA	NA	NA	NA	A3.2:D2.1(5) A3.2:H4.1(5)	F	64	3	1
A048069521	25.1	90	24	107	2.01	92	NA	9.66	1.84	0.31	2.2	NA	125	2.99	44.4	0.57	6.8	23.8	NA	NA	NA	NA	F2.2:A1.1(4) F2.2:E2.1(5)	M	66	4	3
A048069545	25.7	130	31	80	2.32	100	23	NA	1.93	0.58	2.27	8.3	138	2.91	45.8	0.72	7	28.4	NA	NA	NA	NA	H3.2:C3.1(4) H3.2:G4.1(3)	M	66	5	2
A048069568	26.8	120	NA	180	2.21	98	19	13.09	2.18	0.35	2.4	NA	135	3.35	46.4	0.72	6.9	31.2	NA	NA	NA	NA	H3.2:C3.1(4) H3.2:G4.1(3)	M	66	5	2
A048069613	31.5	177	34	125	2.25	107	23	10.69	1.63	0.55	2.72	NA	142	2.77	51.5	0.45	7.9	17.7	NA	NA	NA	NA	A2.2:D1.1(4) A2.2:H5.1(4)	F	65	7	1
A048070376	31.7	159	33	201	2.23	106	NA	13.86	1.59	0.47	2.57	NA	138	2.7	47.2	0.46	7.5	20.3	NA	NA	NA	NA	UnknownFather4 UnknownMother4	F	66	4	1
A048071106	30	118	30	201	2.16	102	23	8.16	NA	0.36	2.53	NA	137	3.23	49.5	0.51	9.8	33.7	102	spring	5	2003	E5.2:H5.1(4) E5.2:D4.1(4)	M	73	5	4
A048071579	33.2	126	25	164	1.88	92	17	6.54	1.2	0.25	2.59	NA	121	2.89	52.6	0.18	9	21.1	124	spring	5	2003	C2.3:F2.2(3) C2.3:B2.2(3)	F	64	5	1
A048072087	31	131	31	97	2.46	110	NA	13.95	1.6	0.28	1.93	7.4	145	2.12	45	0.68	9.6	21.2	NA	NA	NA	NA	D4.2:G1.1(6) D4.2:C1.1(7)	F	75	4	3
A048072266	24.6	129	21	87	2.15	99	23	13.66	1.41	0.36	2.57	7	131	2.07	42.4	0.62	7.5	18.1	NA	NA	NA	NA	G5.2:B5.1(4) G5.2:F5.1(2)	M	63	6	1
A048072521	31.3	113	29	147	2.06	94	19	9.85	1.44	0.21	2.14	NA	126	2.44	49.6	0.29	8.6	16.6	138	summer	6	2003	B2.3:E3.2(3) B2.3:A4.2(3)	F	66	6	1
A048072579	32.4	136	28	128	2.32	107	19	6.7	NA	NA	2.73	8.6	143	3.27	56.2	NA	9.4	25.7	NA	NA	NA	NA	G5.2:B5.1(4) G5.2:F5.1(2)	M	62	5	1
A048072595	30.5	122	30	147	1.99	98	20	12.34	1.02	0.3	3.19	NA	129	2.35	49.8	0.18	NA	17.3	131	spring	5	2003	H3.3:C5.2(4) H3.3:G5.2(3)	F	66	4	1
A048072783	29.5	162	22	93	2.23	100	18	6.3	1.57	0.42	2.64	6.9	137	2.31	47.6	0.43	6.7	18.1	NA	NA	NA	NA	F2.2:A1.1(4) F2.2:E2.1(5)	F	63	7	1
A048073291	26.7	64	48	254	1.9	93	19	5.79	1.49	0.33	2.45	NA	127	2.94	47.9	0.6	5.8	25.2	116	spring	5	2003	E1.3:H1.2(3) E1.3:D1.2(3)	M	72	4	1
A048073312	32.9	125	23	126	2.11	99	18	5.44	1.25	0.38	2.96	NA	134	2.43	51.7	0.13	6.2	18	NA	NA	NA	NA	F2.2:A1.1(4) F2.2:E2.1(5)	F	63	7	1
A048073633	NA	211	36	NA	2.41	112	19	5.22	NA	NA	3.21	NA	148	NA	54	NA	5.9	18.8	NA	NA	NA	NA	C5.2:F3.1(5) C5.2:B5.1(4)	F	66	3	1
A048074106	29.9	182	33	94	2.5	115	22	5.95	1.95	0.44	2.93	6.3	153	2.79	49.4	0.82	12.6	24.2	NA	NA	NA	NA	C4.2:F3.1(5) C4.2:B5.1(4)	M	64	4	2
A048074553	32	195	37	139	2.45	110	27	9.66	2.75	0.52	2.26	7.9	145	3.57	42.4	0.71	7.7	25.2	109	spring	5	2003	B1.3:E2.2(3) B1.3:A2.2(3)	M	70	5	1
A048075098	34.4	151	41	145	2.5	112	21	NA	2.21	0.45	NA	6.9	148	3.11	50.3	0.5	7.4	18.3	NA	NA	NA	NA	F1.3:A1.2(3) F1.3:E2.2(3)	F	66	6	1
A048075265	32.4	162	18	115	2.33	113	NA	12.58	2.15	0.29	1.85	7.5	147	2.67	48.8	0.41	7.8	20	103	spring	5	2003	D4.2:G1.1(6) D4.2:C1.1(7)	F	75	4	3
A048075614	29	141	22	155	2.04	93	20	9.85	1.4	0.24	2.08	NA	126	2.39	43	0.35	8.6	16.3	NA	NA	NA	NA	D1.2:G1.1(6) D1.2:C3.1(4)	F	75	4	1
A048076355	29.2	159	27	209	2.23	97	17	10.2	1.62	0.42	2.09	NA	131	2.75	49.6	0.57	9.5	20.8	NA	NA	NA	NA	C3.2:F5.1(1) C3.2:B2.1(5)	F	63	2	1
A048076630	28.9	118	33	89	2.4	115	25	5.36	2.52	0.56	2	6.8	151	3.4	43.4	0.69	7.3	26.7	109	spring	5	2003	C2.2:F3.1(5) C2.2:B5.1(4)	M	71	4	3
A048076855	26.3	161	27	103	2.04	99	17	12.02	1.55	0.26	2.1	NA	132	2.35	45.2	0.74	5.7	17	145	summer	6	2003	H4.2:C5.1(4) H4.2:G1.1(7)	F	68	6	4
A048078784	21.5	105	NA	NA	1.54	92	NA	6.65	0.67	NA	NA	NA	125	1.39	NA	0.23	7.4	20.8	117	spring	5	2003	H2.3:C5.2(3) H2.3:G2.2(3)	F	72	5	1
A048078786	29.6	119	26	203	2.24	108	23	8.83	2.28	0.42	1.86	6.7	145	3.02	46.1	0.36	7.8	27	102	spring	5	2003	D3.2:G2.1(5) D3.2:C5.1(5)	M	71	3	5
A048078862	32.5	111	24	111	2.43	111	27	11.4	2.16	0.32	2	7.7	145	2.74	45.8	0.47	7.8	18.7	103	spring	5	2003	D4.2:G1.1(6) D4.2:C1.1(7)	F	75	4	3
A048079075	24.5	93	62	312	1.8	96	22	6.41	1.17	0.32	NA	NA	126	2.35	44.4	0.4	8.6	27.1	116	spring	5	2003	H2.3:C5.2(3) H2.3:G2.2(3)	M	71	4	1
A048079586	33.2	190	34	105	2.39	110	19	9.51	1.63	0.45	2.42	5.9	149	2.38	50	0.58	11.1	22.9	NA	NA	NA	NA	A3.2:D2.1(5) A3.2:H4.1(5)	F	64	3	1
A048079842	24.7	145	24	142	2.1	106	20	12.4	1.31	0.66	2.38	NA	140	2.83	49.1	0.18	9.6	19.5	NA	NA	NA	NA	H3.2:C3.1(4) H3.2:G4.1(3)	M	63	2	1
A048080339	27.2	94	43	426	2.37	107	20	10.36	1.92	0.32	3.68	6.9	144	2.66	45.4	0.44	6.4	24	NA	NA	NA	NA	C4.2:F3.1(5) C4.2:B5.1(4)	M	64	4	2
A048080582	28.5	108	38	261	1.97	90	NA	6.73	1.52	0.25	2.35	NA	123	2.91	48.1	0.15	9.6	20.2	152	summer	6	2003	A4.3:D1.2(5) A4.3:H5.2(4)	F	67	6	1
A048081308	34.4	199	25	162	2	88	23	9.59	1.11	0.35	2.92	NA	122	3.25	56.2	NA	NA	18.6	131	spring	5	2003	B3.3:E1.2(3) B3.3:A2.2(3)	F	65	5	2
A048082329	30.4	138	32	92	2.51	111	21	9.18	2.04	0.36	2.83	7.6	148	2.85	47.2	0.48	8.2	21.6	NA	NA	NA	NA	G4.3:B5.2(3) G4.3:F2.2(3)	M	65	5	2
A048082363	33.6	174	27	132	2.42	111	25	5.1	1.79	0.46	2.72	7.5	146	2.49	41.9	0.42	9	19.9	110	spring	5	2003	F1.3:A1.2(3) F1.3:E2.2(3)	F	72	4	2
A048082370	29	125	27	82	2.16	104	23	11.24	1.66	0.31	2.41	NA	141	2.43	44.2	0.66	6.8	25	NA	NA	NA	NA	A2.3:D5.2(3) A2.3:H3.2(3)	M	73	3	1
A048083047	27.6	93	86	NA	1.94	96	24	9.95	1.52	0.62	2.41	NA	128	3.36	48.9	0.18	9	27.5	116	spring	5	2003	E1.3:H1.2(3) E1.3:D1.2(3)	M	72	4	1
A048083517	29.6	170	35	150	2.06	100	NA	4.76	1.91	0.3	3	NA	133	2.96	47.9	0.91	7	21	NA	NA	NA	NA	H4.2:C5.1(4) H4.2:G1.1(7)	M	60	5	2
A048083604	24.7	127	56	96	2.19	105	27	11.92	2.14	0.48	2.39	8.8	140	2.86	43	0.64	11	26	NA	NA	NA	NA	B5.2:E5.1(4) B5.2:A1.1(4)	M	63	4	1
A048083785	29.6	140	28	153	2.12	95	NA	11.37	1.88	0.51	2.7	NA	133	3.21	48.5	0.4	8.6	26.2	NA	NA	NA	NA	F4.2:A2.1(5) F4.2:E1.1(5)	F	71	3	2
A048084065	31.6	126	22	99	2.25	103	20	12.28	1.44	0.31	2.68	NA	137	2.4	45.1	0.45	7.3	19.3	NA	NA	NA	NA	D1.2:G1.1(6) D1.2:C3.1(4)	F	75	4	1
A048084549	35.1	156	30	198	2.32	115	27	8.77	1.67	0.4	2.52	6.4	149	2.28	41.5	0.41	9.5	18.4	110	spring	5	2003	F1.3:A1.2(3) F1.3:E2.2(3)	F	72	4	2
A048084850	25.1	139	22	70	2.18	103	27	11.26	2.87	0.45	2.31	9.2	137	3.91	44.6	1.17	8.3	26.7	NA	NA	NA	NA	E5.2:H5.1(4) E5.2:D4.1(4)	M	63	7	1
A048085090	28.8	145	19	109	2.26	99	20	11.94	1.77	0.45	2.24	7.1	135	2.6	47.3	0.53	7.3	19.5	NA	NA	NA	NA	G5.2:B5.1(4) G5.2:F5.1(2)	F	63	6	1
A048085283	31.2	180	24	124	2.17	101	20	11.23	1.28	0.45	2.18	NA	135	2.22	45	0.45	8.8	17.2	NA	NA	NA	NA	C3.2:F5.1(1) C3.2:B2.1(5)	F	75	4	3
A048085379	29	92	28	86	2.09	92	NA	11.44	2.03	0.51	2.21	NA	125	3.45	50.6	0.55	7.2	22.3	151	summer	6	2003	E5.3:H5.2(6) E5.3:D3.2(5)	M	63	4	1
A048086093	33.6	160	26	198	2	90	NA	13.17	1.29	0.38	3.2	NA	124	2.97	55.2	0.37	7	17.6	131	spring	5	2003	A5.2:D2.1(5) A5.2:H4.1(5)	F	65	3	3
A048086277	28.1	129	37	150	2.15	99	23	11.72	1.98	0.25	2.55	NA	131	3.03	47	0.48	NA	25.9	131	spring	5	2003	F3.3:A2.2(5) F3.3:E1.2(4)	M	67	4	1
A048086793	30.3	194	34	99	2	95	NA	7.35	1.17	0.25	3.36	NA	129	2.21	50.6	0.24	8.2	19.5	131	spring	5	2003	H3.3:C5.2(4) H3.3:G5.2(3)	F	66	4	1
A048086841	26.5	73	22	112	2.07	103	20	8.7	1.25	0.57	2.31	NA	134	2.55	43.8	0.63	8.1	21.4	NA	NA	NA	NA	B5.2:E5.1(4) B5.2:A1.1(4)	F	64	6	1
A048087831	31.8	83	NA	NA	1.82	95	19	3.95	1.01	0.29	NA	NA	126	2.58	50.5	NA	8.5	20.8	117	spring	5	2003	H2.3:C5.2(3) H2.3:G2.2(3)	F	72	5	1
A048088368	25.9	168	22	69	2.27	111	26	NA	1.59	0.49	2.61	7.8	146	2.48	47.9	0.78	10	26.2	NA	NA	NA	NA	A4.2:D2.1(4) A4.2:H5.1(4)	M	64	6	1
A048088520	28.1	111	33	118	1.97	97	17	7.89	2.38	0.3	2.98	NA	129	3.58	52	0.32	9.7	26.1	130	spring	5	2003	F3.3:A2.2(5) F3.3:E1.2(4)	M	66	3	1
A048088588	28.3	150	33	84	2.3	97	17	12.31	1.27	0.48	2.2	NA	133	2.42	45.7	0.57	6.1	17.5	NA	NA	NA	NA	G3.2:B5.1(4) G3.2:F5.1(2)	F	61	6	2
A048089538	36	202	33	250	2.42	114	19	5.17	1.82	0.35	2.45	6.9	149	2.5	54.6	0.42	10.1	20.6	NA	NA	NA	NA	E5.2:H5.1(4) E5.2:D4.1(4)	F	67	5	3
A048089847	27.9	137	23	128	2.08	105	23	8.93	1.72	0.27	2.13	NA	136	2.49	41.9	0.37	9.6	21.6	NA	NA	NA	NA	H4.2:C5.1(4) H4.2:G1.1(7)	M	72	7	3
A048090850	28.9	134	25	107	2.01	97	NA	4.35	1.32	0.33	2.6	NA	132	2.33	45.6	0.17	11.5	16	NA	NA	NA	NA	F2.2:A1.1(4) F2.2:E2.1(5)	F	63	7	1
A048092264	30.6	177	26	79	2.17	100	26	9.99	1.72	0.3	2.14	7.9	133	2.37	47.3	0.56	7.3	19.3	NA	NA	NA	NA	E3.2:H4.1(5) E3.2:D2.1(4)	F	64	6	1
A048092534	31.8	112	29	167	2.1	96	17	11.19	1.96	0.32	2.83	NA	130	3.13	54.4	0.14	5.7	21.2	144	summer	6	2003	UnknownFather3 UnknownMother3	M	67	6	1
A048092536	31.7	92	23	106	2.55	112	21	NA	2.78	0.44	2.4	6.8	149	3.74	50.7	0.59	8.7	26.4	NA	NA	NA	NA	H5.2:C1.1(5) H5.2:G1.1(7)	M	65	4	2
A048093042	30.3	136	39	135	1.97	88	19	8.22	1.45	0.41	2.14	NA	121	3.04	52.1	0.49	6.7	22.8	124	spring	5	2003	F3.2:A2.1(5) F3.2:E4.1(5)	M	66	5	2
A048093342	29.4	89	78	361	1.86	92	NA	9.03	1.79	0.31	2.09	NA	125	3.35	50	0.11	6.5	18.5	145	summer	6	2003	H5.2:C1.1(5) H5.2:G1.1(7)	F	68	6	3
A048093528	31.3	158	31	151	2.48	108	27	12.51	2.41	0.46	2.52	6.5	144	3.26	42.3	0.86	9	30.5	109	spring	5	2003	H3.2:C3.1(4) H3.2:G4.1(3)	M	71	4	3
A048093776	30.4	104	72	396	1.99	95	18	9.02	1.18	0.27	2.81	NA	128	2.25	49.6	0.27	7.7	29.4	144	summer	6	2003	H1.3:C3.2(3) H1.3:G1.2(3)	M	64	4	1
A048094060	28.5	102	30	104	2.45	108	20	13.05	1.59	0.41	2.59	7.8	143	2.39	45.9	0.49	5.7	18.3	NA	NA	NA	NA	E5.2:H5.1(4) E5.2:D4.1(4)	F	60	4	2
A048094368	28.8	136	73	183	2.12	101	22	12.32	2.12	0.37	1.88	NA	134	3.31	45.9	0.88	9.4	27.3	NA	NA	NA	NA	H4.2:C5.1(4) H4.2:G1.1(7)	M	72	7	3
A048094867	28.2	89	24	102	2.11	95	20	6.97	1.98	0.3	2.93	NA	126	3.24	51	0.37	7	31.3	123	spring	5	2003	G3.3:B1.2(4) G3.3:F1.2(4)	M	64	2	1
A048096119	NA	104	37	NA	2.08	101	20	8.31	NA	NA	2.55	NA	135	NA	NA	NA	7.6	27.1	116	spring	5	2003	A5.2:D2.1(5) A5.2:H4.1(5)	M	72	4	2
A048096523	27.9	163	19	104	2.02	95	18	9.33	1.54	0.27	2.13	8.7	128	2.58	46.9	0.19	9	23.2	NA	NA	NA	NA	F4.2:A2.1(5) F4.2:E1.1(5)	F	64	2	1
A048097028	28.4	152	20	73	2.17	105	28	NA	NA	0.63	2.03	6.9	140	3.96	47.1	1.25	7.9	28.8	NA	NA	NA	NA	H4.2:C5.1(4) H4.2:G1.1(7)	M	61	6	1
A048097274	34.2	234	47	172	2.49	106	22	7.21	2.79	0.44	2.72	9.1	142	3.73	54.8	1.07	7.1	19.6	NA	NA	NA	NA	H4.2:C5.1(4) H4.2:G1.1(7)	M	60	5	2
A048098584	26.8	66	NA	433	1.59	81	NA	5.39	1.47	0.29	2.04	NA	113	3.15	46.3	NA	6.1	28.5	144	summer	6	2003	H1.3:C3.2(3) H1.3:G1.2(3)	M	64	4	1
A048098608	32.1	170	21	95	2.28	104	23	6.34	1.76	0.41	2.43	7.7	142	2.56	49.6	0.26	8.6	20.6	NA	NA	NA	NA	E5.2:H5.1(4) E5.2:D4.1(4)	F	63	7	1
A048098790	32.9	110	37	334	2	95	NA	9.54	1.66	0.34	2.75	NA	127	3.47	51.8	0.18	7	19.5	NA	NA	NA	NA	UnknownFather4 UnknownMother4	F	66	4	1
A048098800	29.5	149	32	102	2.22	96	17	10.61	1.63	0.44	2.47	NA	131	2.74	47.9	0.27	9	19.4	NA	NA	NA	NA	B1.2:E3.1(5) B1.2:A1.1(4)	F	64	5	1
A048098815	31.6	191	32	185	2.05	102	NA	4.63	1.63	0.26	3.07	NA	133	2.89	49.8	0.2	9	18.9	138	summer	6	2003	E2.3:H2.2(3) E2.3:D4.2(2)	F	68	5	2
A048099359	24.9	109	21	95	1.84	92	NA	10.71	1.19	0.36	2.08	NA	122	2.28	41	0.24	7.6	21.9	NA	NA	NA	NA	G5.2:B5.1(4) G5.2:F5.1(2)	F	63	6	1
A048100042	28.4	175	23	69	2.09	103	23	10.9	2.11	0.43	2.34	9.2	137	3.14	50.9	0.51	NA	27.3	NA	NA	NA	NA	H4.2:C5.1(4) H4.2:G1.1(7)	M	61	6	1
A048100854	30.2	139	38	172	2.31	103	20	9.14	2.19	0.46	2.58	NA	138	3.38	50.9	0.65	7.7	28.2	NA	NA	NA	NA	G4.3:B5.2(3) G4.3:F2.2(3)	M	65	5	2
A048101022	32.4	118	27	220	2.17	102	20	8.09	1.71	0.33	1.84	NA	137	2.73	45.9	0.28	5.7	23.4	103	spring	5	2003	H2.2:C3.1(4) H2.2:G3.1(3)	F	74	4	3
A048101354	28.7	177	25	83	2.47	105	21	NA	2.19	0.49	2.59	7.7	143	3.23	47.8	0.91	6.9	25.8	NA	NA	NA	NA	H2.2:C3.1(4) H2.2:G3.1(3)	M	61	6	1
A048101523	33.7	167	27	118	2.26	103	26	10.14	2.07	0.37	2.47	8.7	138	2.87	51.4	0.46	12	17.3	NA	NA	NA	NA	B5.2:E5.1(4) B5.2:A1.1(4)	F	64	6	1
A048101850	32.7	150	32	154	2.38	109	21	13.41	1.6	0.4	2.32	8.3	144	2.45	50.6	0.63	7.8	20.7	NA	NA	NA	NA	UnknownFather4 UnknownMother4	F	66	4	1
A048102058	28.6	110	35	126	2.29	102	19	6.7	2.17	0.37	2.77	NA	139	3.04	47.9	0.34	6.2	29	NA	NA	NA	NA	A3.2:D2.1(5) A3.2:H4.1(5)	M	64	3	1
A048102062	29.5	119	28	105	2.23	115	26	9.79	2.28	0.32	2.5	7.7	147	2.94	43.8	0.8	7.3	30.1	102	spring	5	2003	C5.2:F3.1(5) C5.2:B5.1(4)	M	73	4	2
A048102284	32.6	181	30	91	2.41	108	28	9.15	NA	0.45	2.1	7.7	144	4.12	51.9	0.61	7.8	31.2	102	spring	5	2003	E5.2:H5.1(4) E5.2:D4.1(4)	M	73	5	4
A048102298	32.6	146	24	121	2.41	111	19	10.42	1.96	0.4	2.5	7.6	144	2.84	51.5	0.59	5.6	25	NA	NA	NA	NA	F2.2:A1.1(4) F2.2:E2.1(5)	M	66	4	3
A048102326	27.7	85	33	124	2.07	98	20	11.58	2.68	0.48	1.88	NA	134	3.91	46.1	0.71	6.2	28.6	NA	NA	NA	NA	G4.3:B5.2(3) G4.3:F2.2(3)	M	73	3	3
A048102344	30.5	91	35	172	1.93	91	18	10.47	1.75	0.56	2	NA	123	3.42	49.8	NA	9.1	19.8	NA	NA	NA	NA	B5.2:E5.1(4) B5.2:A1.1(4)	F	64	6	1
A048102840	25.8	106	19	76	2.1	100	NA	6.41	1.82	0.45	2.48	NA	132	2.68	46.8	0.5	8.2	26.1	151	summer	6	2003	F2.3:A1.2(5) F2.3:E4.2(4)	M	63	4	1
A048103552	28.5	91	NA	NA	1.92	88	NA	9.29	1.73	0.24	2.86	NA	122	2.67	46.4	0.41	6.9	25	144	summer	6	2003	B5.3:E1.2(5) B5.3:A2.2(5)	M	64	5	1
A048103806	30.1	167	25	86	2.41	104	24	NA	2.72	0.77	2.9	NA	143	4	50.2	1.14	6.5	27.5	NA	NA	NA	NA	A3.2:D2.1(5) A3.2:H4.1(5)	M	64	3	1
A048104055	32.8	134	38	155	2.11	94	22	11.78	1.38	0.43	2.52	NA	128	2.58	50.3	0.13	5	18.9	NA	NA	NA	NA	G3.2:B5.1(4) G3.2:F5.1(2)	F	63	4	1
A048104514	31.7	208	29	156	2.34	106	23	NA	NA	0.55	2.14	7.9	143	4.77	52.8	NA	7.6	25.7	NA	NA	NA	NA	E5.2:H5.1(4) E5.2:D4.1(4)	M	66	4	3
A048105836	30.7	162	21	108	2.16	100	20	11.89	1.5	0.36	2.24	NA	135	2.26	44.1	0.48	4.5	21.3	NA	NA	NA	NA	C3.2:F5.1(1) C3.2:B2.1(5)	F	75	4	3
A048105840	31.4	142	33	95	2.44	110	22	NA	1.54	0.44	2.43	6.8	146	2.24	47.6	0.4	7.1	18.6	NA	NA	NA	NA	D5.2:G1.1(6) D5.2:C3.1(4)	F	67	5	1
A048106317	30.1	144	27	85	2.38	110	20	9.65	2.82	0.47	2.87	NA	144	4.05	50.8	NA	7.1	25.7	NA	NA	NA	NA	E5.2:H5.1(4) E5.2:D4.1(4)	M	66	4	3
A048106824	32.9	171	19	121	2.41	113	27	10.41	2.12	0.43	NA	7.4	149	2.86	45.5	0.52	10.8	22.3	103	spring	5	2003	E2.2:H2.1(2) E2.2:D1.1(6)	F	73	4	1
A048107106	26.3	50	40	126	2.23	111	22	6.21	2.03	NA	2.47	8.1	143	3.46	44.5	1.03	6.3	29.1	102	spring	5	2003	C5.2:F3.1(5) C5.2:B5.1(4)	M	73	4	2
A048108281	30.9	126	39	163	2.06	100	18	7.29	2.14	0.47	2.35	NA	132	3.76	47.8	0.22	8.8	26.4	102	spring	5	2003	D3.2:G2.1(5) D3.2:C5.1(5)	M	71	3	5
